RECENT EARTHQUAKES IN TURKEY
KOERI REGIONAL EARTHQUAKE-TSUNAMI MONITORING CENTER
(QUICK EPICENTER DETERMINATIONS)
                                                        Magnitude
Date       Time      Latit(N)  Long(E)   Depth(km)     MD   ML   Mw    Region
2022.04.06 06:16:38  36.9787   27.6550       10.9      -.-  1.8  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.04.06 06:12:15  37.0062   28.3753        9.7      -.-  1.9  -.-   SIRINKOY-ULA (MUGLA)                              Quick
2022.04.06 05:57:22  37.0252   28.4062        4.1      -.-  1.9  -.-   CITLIK-ULA (MUGLA)                                Quick
2022.04.06 04:49:25  39.3370   39.2607        2.3      -.-  3.2  3.3   SARITOSUN-OVACIK (TUNCELI)                        Quick
2022.04.06 03:46:00  37.0182   27.6960        7.4      -.-  1.3  -.-   MAZIKOY-BODRUM (MUGLA)                            Quick
2022.04.06 03:41:45  36.9170   27.6348        2.7      -.-  2.2  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.04.06 02:59:56  36.9312   27.5333        7.4      -.-  2.0  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.04.06 02:44:27  37.0692   28.3627        6.0      -.-  2.2  -.-   KIZILAGAC-ULA (MUGLA)                             Quick
2022.04.06 02:37:17  39.9765   43.6440        8.3      -.-  2.0  -.-   UCKAYA-TUZLUCA (IGDIR)                            Quick
2022.04.06 02:34:33  34.9118   33.9417       21.7      -.-  2.2  -.-   MEDITERRANEAN SEA                                 Quick
2022.04.06 02:26:42  36.9233   27.5230        6.0      -.-  1.9  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.04.06 02:20:38  36.9243   27.5173        4.9      -.-  2.1  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.04.06 02:00:28  38.9148   26.1947        7.1      -.-  2.1  -.-   MIDILLI ADASI GUNEYI (AEGEAN SEA)                 Quick
2022.04.06 01:36:22  39.1072   36.0582        5.0      -.-  1.8  -.-   TATILI-SARIOGLAN (KAYSERI)                        Quick
2022.04.06 01:14:46  39.0918   36.1010        5.0      -.-  2.4  -.-   KUMEOREN-GEMEREK (SIVAS)                          Quick
2022.04.06 01:08:43  34.9350   26.8032        3.6      -.-  2.7  -.-   GIRIT ADASI ACIKLARI (MEDITERRANEAN SEA)          Quick
2022.04.06 00:55:07  35.1100   26.7860        5.0      -.-  3.2  3.3   GIRIT ADASI ACIKLARI (MEDITERRANEAN SEA)          Quick
2022.04.06 00:49:59  37.0140   28.3995        9.1      -.-  1.8  -.-   SIRINKOY-ULA (MUGLA)                              Quick
2022.04.06 00:39:33  37.0315   28.4123       11.5      -.-  1.7  -.-   CITLIK-ULA (MUGLA)                                Quick
2022.04.06 00:25:28  37.1200   31.1223      101.0      -.-  2.4  -.-   KARATAS-SERIK (ANTALYA)                           Quick
2022.04.05 22:45:52  38.6308   39.6902        5.6      -.-  2.2  -.-   YOLUSTU-(ELAZIG)                                  Quick
2022.04.05 21:59:09  37.0728   28.3693        5.9      -.-  3.1  3.3   KIZILAGAC-ULA (MUGLA)                             Quick
2022.04.05 21:12:23  37.0022   28.4140        4.0      -.-  1.5  -.-   YESILCAM-ULA (MUGLA)                              Quick
2022.04.05 20:39:14  38.3660   38.8162        4.0      -.-  2.0  -.-   KOZLUK-KALE (MALATYA)                             Quick
2022.04.05 18:25:22  38.9952   26.5368        5.0      -.-  1.6  -.-   MIDILLI ADASI (AEGEAN SEA)                        Quick
2022.04.05 17:19:44  37.8523   29.3383       15.8      -.-  1.5  -.-   KOCABAS-HONAZ (DENIZLI)                           Quick
2022.04.05 16:50:38  39.9978   41.2572       16.5      -.-  0.9  -.-   YAKUTIYE (ERZURUM)                                Quick
2022.04.05 16:48:35  38.5575   40.7683        7.1      -.-  2.1  -.-   GULDIKEN-LICE (DIYARBAKIR)                        Quick
2022.04.05 16:30:42  35.1237   26.7792        5.0      -.-  2.9  -.-   GIRIT ADASI (MEDITERRANEAN SEA)                   Quick
2022.04.05 16:18:42  34.9978   26.8090        3.0      -.-  4.0  -.-   GIRIT ADASI ACIKLARI (MEDITERRANEAN SEA)          Quick
2022.04.05 16:14:55  37.7513   26.9957       14.6      -.-  2.1  -.-   SISAM ADASI (AEGEAN SEA)                          Quick
2022.04.05 16:11:13  37.8988   29.3050       21.4      -.-  1.4  -.-   KARAPINAR-CAL (DENIZLI)                           Quick
2022.04.05 14:49:45  40.6398   27.7915        5.5      -.-  3.3  -.-   ASMALI-MARMARA (BALIKESIR)                        REVISE01   (2022.04.05 14:49:45)
2022.04.05 14:25:58  37.0228   28.3477       27.0      -.-  1.4  -.-   GOKCE-ULA (MUGLA)                                 Quick
2022.04.05 14:15:28  36.3377   27.0213        5.0      -.-  2.5  -.-   MEDITERRANEAN SEA                                 Quick
2022.04.05 12:25:12  37.3255   37.5038        9.8      -.-  1.6  -.-   BALLIK-YAVUZELI (GAZIANTEP)                       Quick
2022.04.05 11:54:17  37.2258   36.1895        5.3      -.-  1.6  -.-   BAHCE-(OSMANIYE)                                  Quick
2022.04.05 11:06:45  37.8813   26.7520        7.1      -.-  2.0  -.-   AEGEAN SEA                                        Quick
2022.04.05 11:02:53  41.1612   43.9443        5.0      -.-  2.8  -.-   ERMENISTAN                                        Quick
2022.04.05 10:56:06  37.7582   25.8503        8.7      -.-  1.9  -.-   ONIKI ADALAR (MEDITERRANEAN SEA)                  Quick
2022.04.05 10:04:33  38.2405   36.9540        7.6      -.-  2.1  -.-   AFSIN (KAHRAMANMARAS)                             Quick
2022.04.05 09:27:40  40.9052   43.9952        4.7      -.-  2.7  -.-   ERMENISTAN                                        Quick
2022.04.05 09:21:11  37.8128   26.6878        5.4      -.-  1.7  -.-   SISAM ADASI (AEGEAN SEA)                          Quick
2022.04.05 09:19:57  35.3743   23.4408        2.6      -.-  2.2  -.-   GIRIT ADASI (MEDITERRANEAN SEA)                   Quick
2022.04.05 09:03:00  40.0937   27.4645       12.8      -.-  1.6  -.-   BEYOLUK-GONEN (BALIKESIR)                         Quick
2022.04.05 08:55:54  40.6617   28.9903        8.5      -.-  2.0  -.-   SENKOY-CINARCIK (YALOVA)                          Quick
2022.04.05 08:29:24  34.9075   23.4823        5.0      -.-  2.4  -.-   GIRIT ADASI (MEDITERRANEAN SEA)                   Quick
2022.04.05 07:56:26  37.8462   26.8493        5.0      -.-  2.8  -.-   SISAM ADASI (AEGEAN SEA)                          Quick
2022.04.05 07:53:33  37.8223   26.8373        5.0      -.-  3.2  3.2   SISAM ADASI (AEGEAN SEA)                          Quick
2022.04.05 07:30:57  40.8010   27.9965       16.1      -.-  1.6  -.-   MARMARA EREGLISI ACIKLARI-TEKIRDAG (MARMARA SEA)  Quick
2022.04.05 06:43:32  41.1303   43.9602        5.7      -.-  2.5  -.-   GURCISTAN                                         Quick
2022.04.05 05:58:03  37.9302   26.7778        7.2      -.-  2.0  -.-   AEGEAN SEA                                        Quick
2022.04.05 05:51:52  38.3637   38.7997        5.0      -.-  2.3  -.-   KOZLUK-KALE (MALATYA)                             Quick
2022.04.05 05:00:41  37.0075   28.4397        9.2      -.-  1.7  -.-   YESILCAM-ULA (MUGLA)                              Quick
2022.04.05 04:45:30  37.0078   28.6033       26.3      -.-  1.0  -.-   DOGUSBELEN-KOYCEGIZ (MUGLA)                       Quick
2022.04.05 04:38:09  37.0028   28.3932       11.4      -.-  1.4  -.-   SIRINKOY-ULA (MUGLA)                              Quick
2022.04.05 03:59:17  37.0310   28.4135       19.3      -.-  1.2  -.-   CITLIK-ULA (MUGLA)                                Quick
2022.04.05 03:58:32  40.5960   27.7398       16.6      -.-  1.6  -.-   ASMALI-MARMARA (BALIKESIR)                        Quick
2022.04.05 03:47:01  39.6038   41.1818       40.2      -.-  1.2  -.-   TURNAGOL-TEKMAN (ERZURUM)                         Quick
2022.04.05 03:33:18  37.8853   26.8920        5.1      -.-  1.4  -.-   KUSADASI KORFEZI (AEGEAN SEA)                     Quick
2022.04.05 03:24:08  39.1212   29.1203        5.4      -.-  1.6  -.-   SENKOY-SIMAV (KUTAHYA)                            Quick
2022.04.05 03:23:30  37.6170   25.9273       16.0      -.-  2.3  -.-   ONIKI ADALAR (MEDITERRANEAN SEA)                  Quick
2022.04.05 03:17:50  37.8697   26.9342       13.6      -.-  1.8  -.-   KUSADASI KORFEZI (AEGEAN SEA)                     Quick
2022.04.05 02:49:11  39.1028   27.6095        5.3      -.-  1.8  -.-   ADIL-SOMA (MANISA)                                Quick
2022.04.05 01:42:12  40.7172   27.5083       12.8      -.-  1.4  -.-   GUZELKOY ACIKLARI-TEKIRDAG (MARMARA SEA)          Quick
2022.04.05 01:12:03  39.0997   27.6415        3.2      -.-  1.9  -.-   ADIL-SOMA (MANISA)                                Quick
2022.04.05 00:58:27  37.0157   36.0785        4.8      -.-  1.1  -.-   BUYUKTUYSUZ-TOPRAKKALE (OSMANIYE)                 Quick
2022.04.05 00:41:26  39.0983   27.6195        6.4      -.-  2.2  -.-   ADIL-SOMA (MANISA)                                Quick
2022.04.05 00:18:27  37.0650   28.3827        4.3      -.-  1.1  -.-   GOKOVA-ULA (MUGLA)                                Quick
2022.04.04 23:27:39  39.7213   33.0388        4.5      -.-  1.2  -.-   BEYNAM-BALA (ANKARA)                              Quick
2022.04.04 23:26:45  36.0458   27.4520        5.0      -.-  2.0  -.-   MEDITERRANEAN SEA                                 Quick
2022.04.04 23:21:28  39.4130   28.1415        8.5      -.-  1.7  -.-   ISIKLAR-BIGADIC (BALIKESIR)                       Quick
2022.04.04 22:34:57  40.5272   29.2603        1.9      -.-  1.1  -.-   HAMZALI-ORHANGAZI (BURSA)                         Quick
2022.04.04 22:31:11  39.0803   27.6370        2.1      -.-  1.9  -.-   CIFTLIK-KIRKAGAC (MANISA)                         Quick
2022.04.04 22:14:22  36.9978   28.3972        8.8      -.-  1.3  -.-   SIRINKOY-ULA (MUGLA)                              Quick
2022.04.04 22:08:34  35.0968   25.2757        5.0      -.-  2.7  -.-   GIRIT ADASI (MEDITERRANEAN SEA)                   Quick
2022.04.04 22:01:45  37.7908   27.0450        1.8      -.-  1.6  -.-   KUSADASI KORFEZI (AEGEAN SEA)                     Quick
2022.04.04 21:40:01  39.1110   27.6103       10.8      -.-  1.4  -.-   ADIL-SOMA (MANISA)                                Quick
2022.04.04 21:19:29  38.7462   40.0573       10.0      -.-  1.8  -.-   SARIBUGDAY-KOVANCILAR (ELAZIG)                    Quick
2022.04.04 20:40:47  40.0048   24.3283        5.0      -.-  2.5  -.-   YUNANISTAN                                        Quick
2022.04.04 20:39:52  40.0367   24.3083       19.6      -.-  3.1  -.-   YUNANISTAN                                        Quick
2022.04.04 20:36:52  37.0273   26.7680       10.3      -.-  1.9  -.-   ONIKI ADALAR (MEDITERRANEAN SEA)                  Quick
2022.04.04 20:21:24  37.7625   25.9287        4.4      -.-  2.4  -.-   ONIKI ADALAR (MEDITERRANEAN SEA)                  Quick
2022.04.04 19:52:12  39.1103   27.6528        3.4      -.-  1.5  -.-   KIRKAGAC (MANISA)                                 Quick
2022.04.04 19:14:16  38.3215   38.9208       20.7      -.-  1.7  -.-   UZUNHUSEYIN-KALE (MALATYA)                        Quick
2022.04.04 19:11:17  36.9910   28.3828        8.1      -.-  1.4  -.-   SIRINKOY-ULA (MUGLA)                              Quick
2022.04.04 18:46:49  37.0522   28.4227       16.3      -.-  1.5  -.-   YESILOVA-ULA (MUGLA)                              Quick
2022.04.04 18:34:35  35.8032   28.1677       10.0      -.-  2.0  -.-   MEDITERRANEAN SEA                                 Quick
2022.04.04 18:32:44  35.8117   28.2063        5.0      -.-  2.7  -.-   MEDITERRANEAN SEA                                 Quick
2022.04.04 18:26:34  37.8892   27.2077        6.6      -.-  1.3  -.-   KUSADASI KORFEZI (AEGEAN SEA)                     Quick
2022.04.04 18:12:09  38.8150   43.5825       46.2      -.-  1.9  -.-   AKCIFT-(VAN)                                      Quick
2022.04.04 17:56:59  39.0862   27.6118        0.0      -.-  1.5  -.-   CIFTLIK-KIRKAGAC (MANISA)                         Quick
2022.04.04 17:03:00  40.8455   28.7018       13.0      -.-  2.9  -.-   AVCILAR ACIKLARI-ISTANBUL (MARMARA SEA)           Quick
2022.04.04 15:40:55  41.3085   44.0673        5.0      -.-  2.3  -.-   GURCISTAN                                         Quick
2022.04.04 14:07:19  37.6878   36.1528        9.6      -.-  1.7  -.-   ESENLI-SUMBAS (OSMANIYE)                          Quick
2022.04.04 14:01:02  37.0967   28.4005        6.7      -.-  2.1  -.-   ULA (MUGLA)                                       Quick
2022.04.04 13:44:45  38.1750   42.7515        9.7      -.-  2.0  -.-   CATBAYIR-BAHCESARAY (VAN)                         Quick
2022.04.04 13:34:50  37.0072   28.4302        5.0      -.-  1.9  -.-   YESILCAM-ULA (MUGLA)                              Quick
2022.04.04 13:16:40  39.1188   29.4822       11.1      -.-  1.9  -.-   YUNUSLAR-GEDIZ (KUTAHYA)                          Quick
2022.04.04 13:14:18  36.1083   33.5677        0.0      -.-  1.2  -.-   BUYUKECELI-GULNAR (MERSIN)                        Quick
2022.04.04 13:02:33  41.1250   43.7370        9.9      -.-  2.3  -.-   GURCISTAN                                         Quick
2022.04.04 12:13:20  37.1373   28.4678       10.3      -.-  1.8  -.-   YARAS-(MUGLA)                                     Quick
2022.04.04 11:45:11  39.9198   24.2880        9.2      -.-  2.4  -.-   YUNANISTAN                                        Quick
2022.04.04 11:27:40  36.2015   28.5590       22.3      -.-  1.8  -.-   MEDITERRANEAN SEA                                 Quick
2022.04.04 10:59:40  43.1388   27.4160       20.1      -.-  4.2  4.1   BULGARISTAN                                       Quick
2022.04.04 10:14:46  37.5905   35.7685        6.4      -.-  2.2  -.-   OZBASI-KOZAN (ADANA)                              Quick
2022.04.04 10:11:30  38.4207   39.1467        4.4      -.-  1.9  -.-   KAVAKKOY-SIVRICE (ELAZIG)                         REVISE01   (2022.04.04 10:11:30)
2022.04.04 10:01:06  39.1325   27.6362        0.0      -.-  1.2  -.-   SARIKAYA-SOMA (MANISA)                            Quick
2022.04.04 09:21:24  38.3352   28.0650       18.5      -.-  1.1  -.-   ELMABAGI-ODEMIS (IZMIR)                           Quick
2022.04.04 09:15:12  35.9812   36.1757       17.7      -.-  1.9  -.-   KISLAK-YAYLADAGI (HATAY)                          Quick
2022.04.04 09:04:02  38.3388   38.8375        5.0      -.-  1.5  -.-   UYANIK-KALE (MALATYA)                             Quick
2022.04.04 08:55:05  37.1370   37.1898        0.0      -.-  1.4  -.-   DURNALIK-SEHITKAMIL (GAZIANTEP)                   Quick
2022.04.04 08:29:26  38.7618   44.6658       13.3      -.-  2.4  -.-   TURKIYE-IRAN SINIR BOLGESI                        Quick
2022.04.04 08:28:00  39.0153   44.3633        8.8      -.-  2.4  -.-   TURKIYE -IRAN SINIR BOLGESI                       REVISE01   (2022.04.04 08:28:00)
2022.04.04 08:20:52  37.7340   25.9772        4.6      -.-  2.6  -.-   ONIKI ADALAR (MEDITERRANEAN SEA)                  REVISE01   (2022.04.04 08:20:52)
2022.04.04 08:05:22  40.8312   34.8545       18.5      -.-  1.8  -.-   BERKKOY-DODURGA (CORUM)                           Quick
2022.04.04 07:46:20  36.3230   30.5645       23.0      -.-  2.4  -.-   ADRASAN-KUMLUCA (ANTALYA)                         Quick
2022.04.04 07:40:16  39.9475   30.3865        5.2      -.-  1.8  -.-   BEHCETIYE-TEPEBASI (ESKISEHIR)                    Quick
2022.04.04 07:29:00  36.6042   23.6570       24.4      -.-  2.1  -.-   YUNANISTAN                                        Quick
2022.04.04 07:15:41  37.7702   25.7428        3.9      -.-  2.6  -.-   ONIKI ADALAR (MEDITERRANEAN SEA)                  Quick
2022.04.04 06:54:25  40.1025   28.6225        5.0      -.-  2.0  -.-   ONAC-MUSTAFAKEMALPASA (BURSA)                     Quick
2022.04.04 06:48:40  39.6935   26.1113       12.5      -.-  1.9  -.-   TAVAKLI-EZINE (CANAKKALE)                         Quick
2022.04.04 06:39:48  37.0012   28.4183        9.0      -.-  1.9  -.-   YESILCAM-ULA (MUGLA)                              Quick
2022.04.04 06:15:16  39.3082   33.4423        0.0      -.-  1.9  -.-   BEKTASLI-BALA (ANKARA)                            Quick
2022.04.04 06:01:02  40.6503   27.8443       19.4      -.-  1.7  -.-   MARMARA SEA                                       Quick
2022.04.04 05:30:59  38.0272   26.2717        5.0      -.-  1.9  -.-   CESME ACIKLARI-IZMIR (AEGEAN SEA)                 Quick
2022.04.04 04:54:57  38.7473   40.0255        5.0      -.-  2.2  -.-   KARAMAN-KOVANCILAR (ELAZIG)                       Quick
2022.04.04 04:16:06  37.0150   28.2897       31.4      -.-  1.1  -.-   CETIBELI-MARMARIS (MUGLA)                         Quick
2022.04.04 04:04:29  36.9562   27.6468       12.1      -.-  1.6  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.04.04 03:26:36  35.9868   29.3390        3.6      -.-  1.4  -.-   KALKAN ACIKLARI-ANTALYA (MEDITERRANEAN SEA)       Quick
2022.04.04 02:57:38  37.0835   28.3495        8.6      -.-  1.5  -.-   KIZILAGAC-ULA (MUGLA)                             Quick
2022.04.04 02:36:01  36.9432   27.6743        2.7      -.-  1.6  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.04.04 02:32:21  37.0363   28.4533       12.5      -.-  1.1  -.-   PORTAKALLIK-ULA (MUGLA)                           Quick
2022.04.04 02:06:57  37.0958   23.5300        5.0      -.-  3.0  -.-   YUNANISTAN                                        Quick
2022.04.04 01:28:11  36.3325   28.7010       18.5      -.-  1.1  -.-   MEDITERRANEAN SEA                                 Quick
2022.04.04 01:01:22  36.3890   28.7082       13.5      -.-  1.4  -.-   MEDITERRANEAN SEA                                 Quick
2022.04.04 00:58:23  37.0498   26.6308        5.4      -.-  1.8  -.-   ONIKI ADALAR (MEDITERRANEAN SEA)                  Quick
2022.04.04 00:56:32  36.7253   25.5518       15.8      -.-  2.8  -.-   MEDITERRANEAN SEA                                 Quick
2022.04.04 00:39:39  37.8878   37.7640        8.0      -.-  1.6  -.-   KARABAHSILI-GOLBASI (ADIYAMAN)                    Quick
2022.04.04 00:37:38  36.5358   25.5957       20.6      -.-  2.3  -.-   MEDITERRANEAN SEA                                 Quick
2022.04.04 00:35:32  39.6878   26.0573        9.3      -.-  1.6  -.-   TAVAKLI ACIKLARI-CANAKKALE (AEGEAN SEA)           Quick
2022.04.04 00:24:20  37.0748   28.3985        4.6      -.-  1.5  -.-   YESILOVA-ULA (MUGLA)                              Quick
2022.04.04 00:18:11  40.7088   31.5095       10.0      -.-  1.7  -.-   GOLKOY-(BOLU)                                     Quick
2022.04.04 00:09:27  38.1128   38.4228        5.8      -.-  1.7  -.-   KARAGOL-CELIKHAN (ADIYAMAN)                       Quick
2022.04.04 00:01:17  37.0700   28.3880       13.1      -.-  1.4  -.-   GOKOVA-ULA (MUGLA)                                Quick
2022.04.03 23:45:30  37.0893   28.4123       10.3      -.-  1.5  -.-   ULA (MUGLA)                                       Quick
2022.04.03 23:42:29  35.8473   29.2148       18.9      -.-  1.4  -.-   MEDITERRANEAN SEA                                 Quick
2022.04.03 21:57:37  36.3797   28.7097        5.0      -.-  2.4  -.-   MEDITERRANEAN SEA                                 Quick
2022.04.03 21:54:17  36.3862   28.7103        1.1      -.-  3.2  -.-   MEDITERRANEAN SEA                                 Quick
2022.04.03 21:06:33  40.8892   31.6218       23.6      -.-  1.6  -.-   YOGUNPELIT-YIGILCA (DUZCE)                        Quick
2022.04.03 20:56:01  40.1492   31.7000        5.0      -.-  2.2  -.-   ULUKOY-NALLIHAN (ANKARA)                          Quick
2022.04.03 20:29:13  36.4638   27.1030        4.4      -.-  2.5  -.-   ONIKI ADALAR (MEDITERRANEAN SEA)                  Quick
2022.04.03 20:18:45  39.5355   25.9300       10.5      -.-  1.6  -.-   GULPINAR ACIKLARI-CANAKKALE (AEGEAN SEA)          Quick
2022.04.03 19:23:22  38.7297   27.9868        4.7      -.-  1.3  -.-   BEYLER-GOLMARMARA (MANISA)                        Quick
2022.04.03 18:34:01  40.6985   30.5798        3.7      -.-  1.7  -.-   MESEPINARI-KARAPURCEK (SAKARYA)                   Quick
2022.04.03 18:03:41  38.0857   28.0217        1.7      -.-  1.6  -.-   OVAKENT-ODEMIS (IZMIR)                            Quick
2022.04.03 17:41:45  36.8722   28.0175        5.0      -.-  1.5  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.04.03 17:06:58  36.3673   28.6887        8.2      -.-  1.8  -.-   MEDITERRANEAN SEA                                 Quick
2022.04.03 16:41:52  40.6508   29.0910       11.0      -.-  2.2  -.-   CINARCIK (YALOVA)                                 Quick
2022.04.03 15:47:47  38.5480   26.7860        3.4      -.-  1.8  -.-   IZMIR KORFEZI (AEGEAN SEA)                        Quick
2022.04.03 14:12:55  40.1195   28.6112        9.6      -.-  1.7  -.-   ONAC-MUSTAFAKEMALPASA (BURSA)                     Quick
2022.04.03 12:37:22  37.7525   25.9608        9.9      -.-  2.6  -.-   ONIKI ADALAR (MEDITERRANEAN SEA)                  Quick
2022.04.03 11:13:07  37.0175   28.4385        9.3      -.-  1.6  -.-   YESILCAM-ULA (MUGLA)                              Quick
2022.04.03 11:08:51  36.9318   34.9613       17.7      -.-  1.4  -.-   MAHMUTAGA-TARSUS (MERSIN)                         Quick
2022.04.03 11:05:58  36.9523   34.9778        5.0      -.-  1.5  -.-   YUNUSOGLU-TARSUS (MERSIN)                         Quick
2022.04.03 09:20:37  40.0882   28.5790        5.4      -.-  2.3  -.-   TASPINAR-MUSTAFAKEMALPASA (BURSA)                 Quick
2022.04.03 08:39:15  38.5322   39.3560        6.4      -.-  2.6  -.-   CEVIZDERE-(ELAZIG)                                Quick
2022.04.03 08:38:37  37.0858   28.4412        5.9      -.-  2.3  -.-   YESILOVA-ULA (MUGLA)                              Quick
2022.04.03 08:29:16  37.0665   28.4017       16.0      -.-  1.7  -.-   YESILOVA-ULA (MUGLA)                              Quick
2022.04.03 08:23:25  40.2868   36.4795        5.9      -.-  2.2  -.-   DEREYAKA-(TOKAT)                                  Quick
2022.04.03 08:21:08  37.1012   28.4622       11.9      -.-  2.2  -.-   CICEKLI-ULA (MUGLA)                               Quick
2022.04.03 08:19:24  37.0913   28.4497        8.0      -.-  2.7  -.-   ULA (MUGLA)                                       Quick
2022.04.03 08:18:51  37.0507   28.4110        7.4      -.-  2.3  -.-   ATAKOY-ULA (MUGLA)                                Quick
2022.04.03 08:18:15  37.0748   28.4188       13.5      -.-  2.1  -.-   YESILOVA-ULA (MUGLA)                              Quick
2022.04.03 06:15:40  36.9460   27.7690        9.0      -.-  1.6  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.04.03 05:54:50  38.6830   32.2368       16.9      -.-  1.5  -.-   BASKUYU-KADINHANI (KONYA)                         Quick
2022.04.03 05:47:10  37.0970   28.3322       18.6      -.-  1.2  -.-   YENICE-(MUGLA)                                    Quick
2022.04.03 05:12:44  39.5305   25.9115       10.2      -.-  1.8  -.-   GULPINAR ACIKLARI-CANAKKALE (AEGEAN SEA)          Quick
2022.04.03 05:09:23  38.5638   31.9993        4.6      -.-  1.6  -.-   BUYUKOBA-ILGIN (KONYA)                            Quick
2022.04.03 04:17:32  40.4555   26.3423        2.7      -.-  1.9  -.-   SAROS KORFEZI (AEGEAN SEA)                        Quick
2022.04.03 02:21:57  37.2495   35.4255       17.9      -.-  2.2  -.-   MALIHIDIRLI-IMAMOGLU (ADANA)                      Quick
2022.04.03 00:01:43  40.7975   28.2852       13.1      -.-  1.9  -.-   SILIVRI ACIKLARI-ISTANBUL (MARMARA SEA)           Quick
2022.04.02 23:55:51  40.4462   26.3810       11.3      -.-  1.4  -.-   SAROS KORFEZI (AEGEAN SEA)                        Quick
2022.04.02 22:39:28  37.8458   26.9047        8.3      -.-  2.2  -.-   KUSADASI KORFEZI (AEGEAN SEA)                     Quick
2022.04.02 20:44:11  38.5387   31.9552        5.4      -.-  2.3  -.-   BUYUKOBA-ILGIN (KONYA)                            Quick
2022.04.02 18:29:53  34.6215   25.2007       11.7      -.-  1.9  -.-   GIRIT ADASI ACIKLARI (MEDITERRANEAN SEA)          Quick
2022.04.02 17:51:48  35.2405   25.2200       12.5      -.-  2.4  -.-   GIRIT ADASI (MEDITERRANEAN SEA)                   Quick
2022.04.02 17:20:42  38.9877   41.9738       18.6      -.-  1.6  -.-   OLURDERE-BULANIK (MUS)                            Quick
2022.04.02 17:18:29  36.5013   28.7152       17.3      -.-  1.9  -.-   MEDITERRANEAN SEA                                 Quick
2022.04.02 15:57:17  39.3362   31.5812        3.4      -.-  1.6  -.-   BALLIHISAR-SIVRIHISAR (ESKISEHIR)                 Quick
2022.04.02 14:22:25  37.2083   28.8338       16.3      -.-  1.7  -.-   BEYAGAC (DENIZLI)                                 Quick
2022.04.02 14:14:42  37.0487   28.4563        9.9      -.-  1.8  -.-   ELMALI-ULA (MUGLA)                                Quick
2022.04.02 14:09:24  39.8838   41.7838       13.1      -.-  2.0  -.-   UZUNARK-PASINLER (ERZURUM)                        Quick
2022.04.02 13:03:21  41.0333   43.9997        5.8      -.-  2.5  -.-   ERMENISTAN                                        Quick
2022.04.02 11:06:31  36.1832   27.5600        9.7      -.-  1.8  -.-   MEDITERRANEAN SEA                                 Quick
2022.04.02 11:05:08  37.9545   29.1517        5.6      -.-  1.9  -.-   KARAHAYIT-(DENIZLI)                               Quick
2022.04.02 10:31:47  37.0513   37.5557        5.5      -.-  1.9  -.-   GUNBULUR-SEHITKAMIL (GAZIANTEP)                   Quick
2022.04.02 09:59:22  35.1778   25.3422       14.4      -.-  2.5  -.-   GIRIT ADASI (MEDITERRANEAN SEA)                   Quick
2022.04.02 09:54:15  38.8625   43.3505        6.6      -.-  2.1  -.-   HALKALI-(VAN)                                     Quick
2022.04.02 09:50:54  37.0895   37.5768        7.8      -.-  2.6  -.-   BATTAL-SEHITKAMIL (GAZIANTEP)                     Quick
2022.04.02 09:50:18  35.4528   29.8983       28.6      -.-  2.4  -.-   MEDITERRANEAN SEA                                 Quick
2022.04.02 09:46:47  40.6802   27.4758        9.5      -.-  2.6  -.-   GUZELKOY ACIKLARI-TEKIRDAG (MARMARA SEA)          Quick
2022.04.02 09:13:45  40.7737   29.6462        8.2      -.-  1.4  -.-   IZMIT KORFEZI (MARMARA SEA)                       Quick
2022.04.02 08:58:21  40.1252   27.1213        6.1      -.-  1.5  -.-   DIKMEN-BIGA (CANAKKALE)                           Quick
2022.04.02 08:53:12  37.0432   28.3608       19.7      -.-  1.0  -.-   GOKOVA-ULA (MUGLA)                                Quick
2022.04.02 06:51:36  37.0872   28.3843        5.9      -.-  2.4  -.-   KIZILAGAC-ULA (MUGLA)                             Quick
2022.04.02 06:46:33  37.1410   37.5753        5.0      -.-  2.8  -.-   TOKDEMIR-SEHITKAMIL (GAZIANTEP)                   Quick
2022.04.02 05:09:31  37.0305   28.4058       10.4      -.-  1.8  -.-   CITLIK-ULA (MUGLA)                                Quick
2022.04.02 05:02:17  37.0323   28.4122       15.6      -.-  1.5  -.-   CITLIK-ULA (MUGLA)                                Quick
2022.04.02 04:20:01  37.3593   35.0320        7.2      -.-  1.3  -.-   GILDIRLI-KARAISALI (ADANA)                        Quick
2022.04.02 03:39:56  39.4838   32.3635        9.9      -.-  2.2  -.-   KARAYAVSAN-POLATLI (ANKARA)                       Quick
2022.04.02 03:37:13  39.4830   32.3473        5.0      -.-  2.8  -.-   KARAYAVSAN-POLATLI (ANKARA)                       Quick
2022.04.01 23:25:05  36.9678   29.2288        1.2      -.-  1.0  -.-   ELMALI-CAMELI (DENIZLI)                           Quick
